name,team,pos,scorer_id
Luke Heefner,(N/A),3B,062k3
Brayden Heidel,TOR,RP,06ywc
Lou Helmig,(N/A),OF,060n8
Juan Henriquez,BOS,SP,06ulm
Spencer Henson,(N/A),1B,05176
Christian Herberholz,BAL,RP,06qjz
Allan Hernandez,(N/A),RP,0519g
Diego Hernandez,BOS,SP,064ok
Edinson Hernandez,SD,RP,06r6v
Jommy Hernandez,CHW,RP,06ull
Luigi Hernandez,(N/A),SP,060o8
Kyle Hess,MIN,OF,06tlr
Stone Hewlett,LAA,RP,06qjq
Matt Higgins,SF/PHI,"1B,OF",066a1
Ross Highfill,(N/A),C,067ze
C.J. Hinojosa,(N/A),SS,02j36
Caleb Hobson,COL,OF,06hur
Trent Hodgdon,CIN,RP,06qpn
Hunter Hodges,NYM,RP,06qlc
Connor Hollis,(N/A),"2B,OF",04ylq
Peyton Holt,CIN,2B,06uxl
Hunter Hoopes,MIN,RP,06ql6
Connor Housley,(N/A),P,051d2
Stephen Hrustich,DET,OF,06ul5
Grif Hughes,TOR,RP,06v2v
Zach Humphreys,LAA,C,060mc
Drew Hutchison,PHI,RP,025kq
Braxton Hyde,COL,RP,065v6
Eddy Isturiz,CIN,C,060gf
Zach Jacobs,CLE,RP,06s35
Odalvi Javier,(N/A),SP,04sy2
Robinson Javier,BAL,RP,06o07
Yaury Jimenez,ARI,SP,06sby
Woo-Young Jin,(N/A),SP,04ylx
Kyle Johnston,TOR,P,04ehy
Holt Jones,MIA,RP,060ug
Nick Jones,LAA,RP,05ycb
Daniel Juarez,NYM,RP,06agq
Hyeong Jun So,(N/A),SP,06rra
Yoerny Junco,STL,SS,06c7w
Keone Kela,ARI/CHW,RP,02n4l
Tyler Kennedy,PIT,SP,06hog
Min Suk Kim,(N/A),OF,06ib9
Will King,ATL,C,06hno
William Kirk,(N/A),SP,06kk0
Brady Kirtner,NYY,RP,06qls
Kole Klecker,MIN,SP,06alc
Gabe Klobosits,CHC,RP,03dww
Ian Koenig,SD,SP,066aa
Taylor Kohlwey,(N/A),OF,0423t
Nick Krauth,TEX,RP,05xkw
Matt Kroon,(N/A),OF,04q0h
Robert Kwiatkowski,CHC,RP,06qwe
Tyler LaPorte,ATL,RP,06rn2
A.J. Labas,(N/A),P,04epx
Nathan Landry,BOS,SP,066jt
Miles Langhorne,MIL,RP,06ql1
Brandon Langley,SD,RP,06zgd
Garrett Langrell,SF,RP,06z48
Mac Lardner,STL,SP,05y5n
Colson Lawrence,MIA/ATL,RP,06huq
Tre' Lawrence,(N/A),OF,06r4p
Jose Ledesma,NYY,RP,06uxv
David Lee,COL,RP,06ul3
Patrick Lee,DET,OF,06mim
Edgar Leon,LAD,RP,06uxu
Luis Leon,CHC,OF,06v6b
Carlos Lequerica,DET,RP,06hiv
Justin Lewis,(N/A),P,03dru
David León,CLE,C,06ri6
Lyle Lin,ATH,C,041zx
Yohander Linarez,BOS,3B,06rnk
Jordan Little,CIN,RP,06qro
Matt Lloyd,STL,"1B,OF",051bi
Alejandro Loaiza,TB/STL,C,06rp9
Drake Logan,CHW,3B,066fj
Sean Loggie,(N/A),SP,06yud
Jimmy Loper,NYM,SP,066ji
Carlos Lopez,CLE,RP,06rp7
Chris Lopez,STL,C,06rp8
Gabriel Lopez,COL,C,06rhy
Jesus Lopez,SF,SP,06sb4
Josue Lopez,CIN,RP,06rlc
Juan Lopez,WSH,RP,06z5m
Geuri Lubo,CHC,SS,06mfj
Gil Luna Jr.,CHW,SP,05yfn
Mason Lytle,HOU,OF,06zex
JT Mabry,MIA,2B,06kwl
Austin Machado,ATL,C,06qk1
Johan Macias,LAA,2B,06rsq
Emannoel Madeira,CHC,SP,06bpu
Ben Madison,(N/A),P,04ptu
Bryce Madron,STL,OF,06qv3
Jack Mahoney,ATH,RP,06uy0
Hunter Mann,COL,RP,06hx0
Anyel Manzueta,WSH,RP,06r50
Jake Marciano,(N/A),SP,06yaq
Alexis Marin,ARI,SP,06r32
Manny Marin,(N/A),SS,06rft
Easton Marks,COL,SP,06za9
Austin Marozas,TOR,RP,0669w
Noslen Marquez,ATL,SP,06r5t
Victor Marquez,PIT,C,070kr
Tatum Marsh,(N/A),OF,06uw4
Francis Marte,ATH,SP,06bl3
Emil Martinez,TEX,SS,06sa0
Eric Martinez,MIL,C,06rho
Jose Martinez,NYY,RP,06s3o
Raidel Martinez,(N/A),SP,04n0g
Yeral Martinez,MIA,OF,06l3l
Daniel Mateo,TEX,OF,05xp5
Jack Mathey,SD,C,06qii
Zac McCleve,TB,RP,06hj4
Mac McCroskey,LAA,2B,06hnh
Jonny McGill,LAA,OF,06zf2
Aaron McKeithan,PIT,C,06lex
Rylan McMahan,(N/A),SP,06yzt
Albert Medina,ARI,OF,06sbs
Alver Medina,(N/A),3B,06lwk
Dilan Medina,(N/A),OF,06kxv
Jhon Medina,COL,SP,06c38
Jose Medina,(N/A),1B,066s0
James Meeker,(N/A),RP,05upb
Jose Mejia,KC,SP,06rot
Chipper Menard,BAL,RP,06qf0
Bryant Mendez,SEA,SS,06rs0
Jeshua Mendez,ARI,C,06sbw
Joel Mendez,PIT,OF,06p5y
Jorge Mendez,COL,C,06ri1
Wuilberth Mendez,DET,SP,06rm0
Joseph Menefee,CIN,RP,066fu
Logan Mercado,ARI,RP,06uxq
Miguel Mesa,BAL,RP,06um0
Skyler Messinger,COL,SS,04etz
John Michael Faile,CIN,C,06rih
Garrett Michel,(N/A),1B,06dqo
Bobby Milacki,TOR,RP,05ylf
Steven Milam,(N/A),SS,05yek
Abrahan Milan,CLE,RP,06qzg
Andrew Miller,SEA,C,06r00
Jacob Miller,(N/A),C,05xu3
Tommy Milone,SEA,RP,021ue
Maykel Minoso,TOR,C,06sus
Derrick Mitchell,(N/A),OF,05u9u
Jeremy Molero,(N/A),RP,055ce
Miguel Molina,DET,SP,06sc1
Caden Monke,KC,RP,05yo2
Angel Montero,NYM,SP,06uod
Jesus Morales,KC,C,06rk1
Luis Morellis,CIN,SP,06muv
Dariel Morillo,BOS,SP,06mq7
Hueston Morrill,NYY,"SS,RP",066au
Elias Moscoso,BAL,RP,067zi
Isaac Moscote,CHC,2B,06msx
Drew Mount,(N/A),OF,04pza
Jeyson Moya,SF,SS,06qy2
Chris Muller,(N/A),RP,04epi
Hayden Murphy,ARI,RP,05ydj
Kai Murphy,SD,OF,066a7
Mitch Myers,ATH,RP,066qu
Anderson Nance,(N/A),RP,06uw5
Bryce Navarre,(N/A),SP,06rfu
Cristian Navarro,HOU,SP,06r59
Keaton Neal,(N/A),SS,06ykw
Ben Newton,ATH,2B,06um6
Cherif Neymour,MIA,SS,064ou
Quincy Nieporte,(N/A),1B,04odg
Maika Niu,NYY,SS,06ybc
Aaron Nixon,NYY,RP,06hf4
Yordan Nodal,HOU,RP,062jy
Yohemy Nolasco,CHW,RP,061jb
Sean Nolin,(N/A),RP,02hia
Kevin Novoa,MIA,1B,06rhf
Daniel Nunez,ARI,SP,06r8i
Darien Nunez,SF,RP,03xla
Irvin Nunez,MIN,1B,06rgj
James Nunnallee,(N/A),OF,06r20
Matt O'Neill,ARI,C,051ff
Tommy O'Rourke,NYY,RP,06yw5
Tanner O'Tremba,SF,OF,065v1
Shuto Ogata,(N/A),SP,06ktq
Ronny Oliver,STL,SP,06c82
Kleiber Olmedo,SD,RP,06sbd
Diego Omana,CIN,C,05yl2
Josnaider Orellana,ATL,C,06rja
Rafael Oropeza,PHI,SS,06rw7
Juan Ortega,BAL,C,06rj4
Raynerd Ortega,LAD,SS,06sao
Nicolas Ortiz,COL,C,06mdl
Manuel Osorio,CLE,SP,06sc2
Noah Owen,CHW,SP,060qc
Jo Oyama,SEA,2B,06zf8
Juan Pablo Cabrera,STL,C,06rp6
Moises Palma,TB,RP,06ulz
Michael Papierski,(N/A),C,03dpc
Abraham Parra,SD,SP,06xzz
Andrew Patrick,PIT,OF,06qpi
Enzo Paulino,TB,1B,06maq
Jose Paulino,KC,OF,06bj5
Tyler Payne,LAA,C,05xlb
Alain Pena,HOU,SP,06mec
Fernando Pena,SF,C,06rn7
Jhonny Perdomo,KC,2B,06f07
Alejandro Pereira,ATH,C,06rl7
Wilfredo Pereira,STL,SP,0637p
Alfonso Perez,SF,RP,064ns
Axel Perez,BAL,SP,06r80
Carlos Perez,(N/A),C,05jq5
Darling Perez,NYM,SP,06rlh
Michael Perez,ARI,C,02btc
Michael Perez,MIA,RP,06tn8
Leonardo Pestana,NYY,RP,06awo
Dustin Peterson,(N/A),OF,03114
Todd Peterson,WSH,RP,0515c
Zion Pettigrew,WSH,3B,0669j
Tyler Pettorini,PHI,2B,06zff
Jank Pichardo,HOU,RP,06ulx
Starlyn Pichardo,CHC,RP,06exo
Domenic Picone,STL,RP,06v69
Darlin Pinales,ARI,RP,066q6
Alen Pineda,ATL,C,06rh6
Yassel Pino,(N/A),2B,057n1
Nick Pinto,CHW,SP,06ooe
Andrew Pogue,DET,RP,06zh6
Albert Polanco,MIA,RP,066o1
Dariel Polanco,SD,RP,06tme
Leuris Portorreal,WSH,SP,06mdb
Owen Pote,CIN,SP,06uxh
Peyton Powell,TOR,3B,06qj9
Miguel Pozo,NYY,SP,060qs
Patrick Pridgen,DET,RP,065v9
Jorge Puerta,(N/A),C,05yl5
Juniel Querecuto,(N/A),3B,048vs
Andrew Quezada,(N/A),SP,04es2
Yunior Quezada,LAD,SS,06mpw
Felix Ramires,COL,RP,06qx1
Angel Ramirez,KC,OF,070dn
Jorge Ramirez,SF,C,06rn6
Kelvin Ramirez,LAD,RP,05r6e
Micael Ramirez,(N/A),C,05ux7
Albert Ramos,DET,SP,06uv9
Alex Ramos,BAL,SP,06qk0
Anderson Ramos,MIN,RP,06v2l
Eury Ramos,(N/A),RP,05ybm
Fernando Ramos,PHI,RP,06umo
Lenerd Ramos,(N/A),RP,060ot
Renil Ramos,CLE,RP,06umn
Shawn Rapp,CLE,SP,066fs
Elian Rayo,SF,3B,05unz
Tanner Reaves,(N/A),2B,06k7o
Zachary Redner,LAA,RP,06qok
Tyree Reed,(N/A),OF,05rb6
Rocco Reid,ARI,RP,06qry
Jack Reinheimer,(N/A),SS,031b6
Drew Rerick,(N/A),SP,06r4t
Carlo Reyes,CHC,SP,05j8x
Jhon Reyes,KC,RP,06v2k
Luis Reyes,(N/A),RP,03bv8
Franniel Reynoso,WSH,SP,06r53
Sulivan Ribeiro,(N/A),SP,05y6p
Rustan Rigdon,(N/A),SS,06kkh
Nestor Rios,MIA,C,06rhc
Yoander Rivero,WSH,SS,060nm
Josh Roberson,(N/A),RP,04elv
Max Roberts,CHW,RP,04eik
Benony Robles,PHI,RP,060o6
Kay Robles,(N/A),OF,06c3i
Sam Rochard,MIN,RP,06uxy
Alfredo Rodriguez,TB,C,06sun
Aneuris Rodriguez,BAL,RP,06man
Angel Rodriguez,DET,C,06rke
Christian Rodriguez,NYM,RP,06qhr
Darwin Rodriguez,KC,SP,06v2j
Edryn Rodriguez,(N/A),2B,05y7z
Frank Rodriguez,LAD,C,06qyl
Freddy Rodriguez,CHC,RP,070d0
Geury Rodriguez,TEX,RP,06v2i
Jesus Rodriguez,CHC,OF,06msy
Justin Rodriguez,DET,3B,062hl
Louis Rodriguez,HOU,RP,06l3k
Carlos Rojas,LAD,C,06tac
Stiveen Rojas,STL,RP,06c80
Sal Romano,(N/A),RP,02j2m
Brayan Romero,WSH,SP,06rny
David Romero,(N/A),2B,06r4g
Rubens Romero,PIT,RP,06r18
Cory Ronan,KC,RP,06zfe
Fernando Roquez,STL,OF,06c7o
Yadiel Roquez,TEX,RP,06qxi
Jonathan Rosario,MIA,RP,06mv9
Juan Rosas,TOR,C,06sur
Emdys Rosillo,CIN,C,06ria
Ethan Routzahn,SD,RP,060q1
Reykelly Rubi,BAL,RP,06mq4
Iziah Salinas,BAL,SP,06qpw
Javier Salomon,SD,SP,06r30
Jose Sanabria,SD,"2B,3B",060x4
Brett Sanchez,(N/A),SP,06k7p
Dikember Sanchez,MIL,RP,06rgs
Edgar Sanchez,ATH,RP,061a7
Enger Sanchez,COL,SP,066r3
Jose Sanchez,WSH,RP,06r2t
Justin Sanchez,TEX/SEA,RP,066ds
Rodolfo Sanchez,PHI,SP,05j8f
Steven Sanchez,SEA,RP,06tn5
Yanquiel Sanchez,HOU,RP,060w4
Jackson Sanders,(N/A),SP,05u9k
Michael Sandle,HOU,OF,05xue
Jean Santana,TB,2B,06l0r
Tyler Santana,CHC,RP,06qyr
Carlos Santiago,MIA,SS,05uhb
Enmanuel Santos,KC,OF,06bj2
Oscar Santos,(N/A),C,0517n
Luke Savage,TEX,RP,06hts
Alec Sayre,MIN,OF,066j8
Matt Scannell,TOR,OF,070cu
Tyler Schoff,WSH,RP,06cq6
Adam Scott,(N/A),P,04pqn
Chandler Seagle,ATL,C,06hef
Zander Sechrist,MIN,RP,06ql4
Kegnnalex Seijas,MIL,C,06rhr
Moises Semerite,BOS,SS,06cp8
Joseph Sequera,PIT,C,06rls
Jhoniel Serrano,MIA,SP,05rjc
Lluveres Severino,TOR,RP,06rss
Tommy Sheehan,CHW,SP,06umi
Blake Shepardson,CHW,RP,06qoc
Jake Shirk,PIT,RP,06qou
Ryan Shreve,STL/TB,RP,051cf
Magneuris Sierra,ATL,OF,03h8n
Daniel Silva,NYM,C,066os
Victor Simeon,TEX,RP,06tlj
Dylan Simmons,CIN,RP,06hwi
Kenyon Simmons,BOS,SS,06qh7
Toby Simmons,MIA,OF,06301
William Simoneit,CHC,C,06qxh
Chance Sisco,STL,C,03117
D.J. Snelten,CHW,RP,03176
Mendry Solano,CIN,RP,06uqh
Rocky Solano,NYM,OF,06r37
Gabriel Sosa,SEA,RP,06rlx
Guillermo Sosa,MIN,2B,06rlw
Gustavo Sosa,(N/A),C,051eq
Listher Sosa,ARI,SP,05iyi
Ryuhei Sotani,(N/A),SP,06r8l
Elliot Soto,(N/A),"2B,SS",02hna
Dylan Spain,(N/A),RP,05xpy
Cal Stark,TEX,C,06suh
Adam Stauffer,(N/A),RP,04eri
Conor Steinbaugh,STL,RP,06uhh
Tristan Stevens,MIA,RP,0665z
Will Stevens,TB,RP,06htg
Owen Stevenson,TB,SP,06hn3
Luke Stofel,DET,SP,06hix
Landon Stripling,(N/A),1B,06if8
Michael Stryffeler,SF,SP,05ybl
Baron Stuart,NYY,RP,066ar
Josdanner Suarez,ARI,RP,06umv
Ramon Suarez,TOR,RP,06um7
Jesus Superlano,ATH,3B,06uqi
Ethan Surowiec,(N/A),1B,06yt6
John Swanda,(N/A),SP,04egc
Carson Swilling,SD,RP,06qih
Martin Tamara,DET,C,06rki
Miguel Tamares,TB,SS,061wg
Sergio Tapia,DET,C,06qyq
Dillon Tatum,(N/A),C,067xo
Emilio Taveras,CLE,1B,06c50
Clevari Tejada,PIT,SP,06uhm
D'Angelo Tejada,CHW,SS,06rqv
Robert Terrero,ARI,SP,06tm7
Johnathon Thomas,WSH,OF,066f7
Tyler Thomas,(N/A),RP,04ei4
Jake Thompson,MIA,3B,06660
Vin Timpanelli,CIN,RP,060w8
Eduardo Torrealba,NYY,SS,045ks
Jonfreider Torrealba,MIA,RP,06mv7
Ervin Torres,COL,RP,06206
Jason Torres,(N/A),3B,06kv8
Javi Torres,CLE,RP,06gzz
Luis Torres,TOR,RP,06v68
Cristhian Tortosa,PHI,RP,04apk
Osvaldo Tovalin,STL,3B,05yhv
Pedro Tovar,MIL,OF,06mav
Nolan Traeger,(N/A),C,06uwt
Deshandro Tromp,PIT,3B,06r35
Eli Trop,PHI,RP,06qr9
Pedro Tucent,TOR,RP,06r6l
Tevin Tucker,COL,SS,06hit
Emil Turbi,SD,SS,06upt
Gionti Turner,(N/A),2B,04vni
Alex Ulloa,(N/A),SS,05y65
Roberto Urdaneta,ATH,RP,06uqj
Isaias Uribe,PIT,RP,06ak6
Juan Uribe,CHW,2B,06c3q
Cole Urman,BAL,"C,1B",06hs2
Miguel Useche,CHC,C,06v2u
Argenis Valdez,BAL,OF,06qy0
Jonawel Valdez,PIT,RP,06tkj
Luis Valdez,BAL,2B,06424
Miguel Valdez,ARI,RP,06sbx
Yoan Valdez,COL/DET,RP,064oe
Cleudis Valenzuela,BAL,2B,06o0u
Sahid Valenzuela,(N/A),SS,0519p
Alex Valverde,(N/A),P,04etk
Mauricio Vargas,NYY,RP,06sjq
Will Varmette,SD,SP,06hei
Carlos Vasquez,TOR,2B,066rr
Keivan Vasquez,ARI,SP,06sbp
Wardquelin Vasquez,CHW,RP,06aqm
Alfred Vega,NYM,RP,04o62
Onix Vega,NYM,C,04q2i
Giussepe Velasquez,PHI,SP,06ytr
Remy Veldhuisen,NYY,OF,06kxs
Ricardo Velez,STL,RP,06u7d
Aiberson Ventura,MIN,RP,06qzq
Brayan Vergara,LAA,RP,06u6g
Landon Victorian,(N/A),SP,05ydl
Anthony Vilar,SD,C,06ih3
Michael Vilchez,LAD,RP,05r6c
Diego Viloria,BOS,C,06riy
Colton Vincent,SD,"C,OF",06heh
Kyle Virbitsky,BAL,RP,05y7o
Raffi Vizcaino,(N/A),RP,04oc7
Andrew Walling,PHI,RP,066af
Yannic Walther,MIL,C,06rhp
Nian Hao Wang,(N/A),1B,06rs6
Mark Washington,(N/A),RP,04evn
Nate Webb,BAL,SP,04aqj
Cole Weinstein,(N/A),SS,06rw1
Jackson Wells,HOU,SP,06zfl
Ethan Wheeler,(N/A),SP,06rsj
Conner Whittaker,CLE,RP,06qrl
Michael Wielansky,(N/A),"2B,3B",04q12
Danny Wilkinson,PHI,RP,06fu4
Zach Willeman,KC/CIN,SP,04eqx
Taylor Williams,SEA,RP,03742
Dawson Willis,SD,3B,06zhb
Cody Wilson,WSH,OF,04pxa
Sebastian Wilson,(N/A),OF,06yuw
Nate Wohlgemuth,HOU,RP,05jpp
Alsander Womack,CHW,2B,06b79
Tae In Won,(N/A),SP,06rr3
Williams Wong,TEX,2B,06c1p
Zeke Wood,STL,RP,06v67
Caden Wooster,NYM,RP,06zha
Jacob Wosinski,MIN,RP,06u7c
Ryan Wrobleski,HOU,C,066g0
Luis Yanel Diaz,LAD,SS,060wd
Gabriel Yanez,MIN,RP,06av6
Ariel Yean,TEX,RP,06r9p
Seung Yeup Na,(N/A),1B,06rr7
Dong Hee Yoon,(N/A),OF,06rr2
Zach Yorke,(N/A),1B,06dqs
Deyer Zapata,ARI,RP,06umg
Bryant Zayas,(N/A),SS,05u9i
Draven Zeigler,PIT,RP,06zfj
Eli Zielinski,(N/A),SP,06c8y
Jake Zitella,NYM,3B,06hq9
Adrian Alcantara,(N/A),SP,0554y
Elisandro Alcantara,(N/A),OF,05gte
Yoanis Aleksandrov,(N/A),C,062zk
Michael Alfonso,TEX,SS,05ynk
Giullianno Allende,KC,OF,0665h
Genderson Almonte,ATL,SP,064wf
Jostyn Almonte,(N/A),OF,05gtc
Albert Almora Jr.,MIA/ARI,OF,02i2o
Garvin Alston,WSH,RP,060yv
Ramiro Altagracia,(N/A),OF,05uag
Brayan Altuve,(N/A),OF,05295
Cesar Alvarez,BAL,SP,05ybn
Frank Alvarez,(N/A),RP,06kj3
Rafael Alvarez,CHW,3B,06ifu
Luis Amaya,(N/A),RP,050ii
Matt Andriese,MIA,RP,02bsc
Nick Anello,(N/A),"OF,RP",04nat
Ariel Antigua,(N/A),SS,05zju
Aaron Antonini,TEX,C,051e1
Charlis Aquino,(N/A),SS,052ft
Nelson Aranguren,(N/A),1B,0642b
Adrian Aray,PIT,SP,06r19
Jose Arias,HOU,OF,061zz
Wander Arias,WSH,RP,06o0q
Will Armbruester,MIN,RP,06ukp
Chandler Arnold,STL,SP,066lo
Jeremy Arocho,(N/A),"2B,OF",04o30
Carlos Arroyo,(N/A),2B,06tn4
Rowell Arroyo,CHC,RP,06uko
Reny Artiles,CLE,RP,060xx
Javier Atencio,NYM,SP,060mg
Luis Atocha,(N/A),1B,06c7g
Oscar Aude,(N/A),OF,05gtg
Cesar Avila,LAA,SP,06qwm
Rivaldo Avila,(N/A),C,05m6c
Luis Aviles,(N/A),SS,03c6o
Alex Ayala Jr.,TB,SP,05y69
Cole Ayers,NYY,RP,06qw3
Franyel Baez,(N/A),OF,05ajc
Jhoster Baez,HOU,RP,06ukn
Michael Baez,(N/A),1B,06rj7
Smith Bailey,(N/A),SP,06sj5
Max Bain,(N/A),RP,05rfd
Gerson Balbino,COL,SP,064oh
Luis Baldiris,MIA,SP,05yeo
Zion Bannister,(N/A),OF,05ajd
Francesco Barbieri,WSH,OF,06qiz
Cristopher Barete,TB,OF,068xy
Alec Barger,COL,SP,05t6s
Luke Barker,(N/A),RP,05gdr
Zach Barnes,ARI,RP,06s3l
Edwin Barragan,TB,"2B,3B",05ygq
Elis Barreat,(N/A),2B,06qxd
Tres Barrera,TB,C,041sn
Malik Barrington,(N/A),SP,060oa
Blake Barthol,(N/A),3B,06kwv
Will Bartlett,(N/A),1B,05172
Keegan Batka,PHI,SP,06zct
Erys Bautista,(N/A),OF,052hu
Jarrod Belbin,(N/A),1B,06hu6
Jeff Belge,CHC,SP,051di
Ethan Bell,CHC,RP,06tlg
Talan Bell,(N/A),"1B,SP",06kx5
Jeiki Beltran,ATL,RP,06ukw
Eddy Beltre,(N/A),OF,05vyn
Justin Bench,(N/A),2B,066dr
Johan Benitez,(N/A),SS,05iyn
Lazaro Benitez,(N/A),OF,059bw
Sthiven Benitez,KC,RP,06uwa
Godwin Bennett,CHW,OF,065iq
Pierce Bennett,PHI,2B,06hnq
Trey Benton,(N/A),RP,051b9
Alexander Benua,ARI,OF,06meb
Stevie Berman,(N/A),C,05rd2
Caleb Berry,BOS,C,06zg2
Justin Best,(N/A),OF,05u9x
Carlos Betancourt,(N/A),SP,04vem
Ben Beutel,CHW,SP,06647
Dante Biasi,(N/A),P,04250
Frediry Bierd,(N/A),RP,06r25
Malik Binns,PHI,SP,05yo3
Reid Birlingmair,TEX,SP,06r0k
Benjamin Blackwell,(N/A),SS,06htz
Andy Blake,(N/A),3B,06hha
Jason Blanchard,(N/A),P,0516u
Geyber Blanco,(N/A),2B,06meg
Wilmer Blanco,PHI,SP,06umf
Alex Blandino,(N/A),1B,03d6u
Gage Boehm,SEA,RP,06qis
Angel Bolivar,BAL,SP,06sbh
Matthew Bollenbacher,WSH,RP,06hiq
Jorge Bonifacio,KC,OF,029v2
Lisandro Bonifacio,MIA,SS,064r4
Mauro Bonifacio,(N/A),OF,052fy
Ezequiel Bonilla,(N/A),SP,0689p
Jake Books,(N/A),OF,06kts
Josh Bortka,PHI/MIN,SP,066jh
Kristofer Bow,NYY,SP,066la
Karson Bowen,(N/A),"C,1B",06cqa
Nicholas Bradley,(N/A),SP,05yas
Ryan Brady,KC,RP,0668j
Trey Braithwaite,CIN,SP,066jg
Connor Brandon,NYM,SP,065ja
Michael Braswell,KC,SS,05yh7
Victor Brea,ARI,RP,06ukr
Noah Bremer,(N/A),P,04ehe
Payton Brennan,(N/A),OF,06ph1
Tim Brennan,TEX,SP,04psf
Easton Breyfogle,(N/A),OF,06r78
Chris Brito,KC,1B,06qxl
Raul Brito,SD,RP,06s36
Logan Britt,LAA,SP,06hpx
Robert Brooks,TOR,C,06sub
Cam Brown,HOU,RP,06tlc
Jessada Brown,MIA,OF,06qjg
Luke Brown,PIT,OF,051jl
Kevin Bruggeman,LAA,C,06xzy
Jacob Buchberger,STL,3B,05r3u
Ismauri Bueno,TOR,RP,06r12
Jesus Bugarin,COL,OF,06agm
Cade Bunnell,ATL,SS,06aqo
Tyler Burch,COL,RP,05uk0
David Burgos,LAD,RP,06rn5
Roberto Burgos,SD,RP,06rtr
Langston Burkett,SD,RP,06heo
Grant Burleson,HOU,RP,06qpa
Nathan Burns,(N/A),RP,05y0x
Peter Burns,LAA,C,06hh9
Logan Bursick-Harrington,TEX,SP,06hty
Michael Byrne,(N/A),RP,04pxh
Elijah Cabell,(N/A),OF,04pxy
Brayan Cabello,SF,RP,06sb5
Diosfran Cabeza,ARI,C,060q4
Ismael Cabral,TB,SP,06rky
Baldemix Cabrera,TB,SP,06ul1
Marcos Cabrera,(N/A),SS,0510e
Walking Cabrera,(N/A),OF,04v6s
Yovanny Cabrera,CHC,RP,06suu
Justin Caceres,(N/A),RP,06r28
Anthony Calarco,(N/A),1B,06htx
Francisco Caldera,HOU,C,06rju
Jesus Camejo,ARI,RP,06ugx
Alain Camou,(N/A),2B,06427
Jacob Campbell,SD,OF,066ad
Kayden Campbell,(N/A),RP,06id3
Logan Campbell,(N/A),RP,060ob
Noah Campbell,(N/A),OF,04er6
Alexander Campos,(N/A),SS,04b3m
Alexander Campos,TB,RP,06rtw
Diego Campos,HOU,C,06rjw
Ulices Campos,DET,SP,06rtx
Franklin Candelario,(N/A),OF,06r7u
Francesco Capocci,(N/A),RP,05yge
Jan Caraballo,SF,RP,06r3z
Tate Carey,(N/A),SP,06uw3
Drew Carlton,(N/A),RP,05g32
Kyler Carmack,PHI,RP,06c5m
Kelvin Carmona,ATL,RP,06rqx
Jared Carr,PHI,OF,05yhi
Luis Carrasco,ARI,RP,06v6f
Emisael Carrera,STL,SP,06c86
Alvaro Carrillo,(N/A),RP,06tl4
Andrew Carson,SEA,RP,06ro0
Curt Casali,(N/A),C,02bxm
Jair Casanova,(N/A),OF,0637d
Gavin Casas,(N/A),1B,06akc
Estanlin Cassiani,(N/A),OF,06rjj
Johnny Castagnozzi,(N/A),2B,06kzx
Victor Castaneda,(N/A),RP,05ai6
Alejandro Castellano,HOU,C,06rk4
Angelo Castellano,(N/A),"2B,SS",06qx3
Enger Castellano,(N/A),1B,05gdi
Nate Castellon,(N/A),SS,06v4q
Eruviel Castillo,BAL,SS,05xzk
Moises Castillo,CHW,SS,06148
Wilkelma Castillo,(N/A),RP,06rjk
Wilton Castillo,(N/A),SP,05t5j
Winifer Castillo,PHI,OF,06qh5
Deybi Castro,SEA,SP,06r42
Yon Castro,LAD,SP,06ba7
Manuel Cazorla,LAA,SP,066nb
Oliver Cedeno,(N/A),SS,061tp
Victor Celedonio,BAL,SS,05xzs
Andres Centeno,MIN,OF,05rgc
Michel Cervantes,SD,SS,06rgl
Joel Cesar,MIN,RP,06u73
Jose Chacin,(N/A),SP,05reh
Adan Chacon,(N/A),1B,06c3c
Esney Chacon,(N/A),OF,04yj3
Tyrelle Chadwick,COL,SP,06z9y
Sandi Charle,(N/A),RP,05iyq
Jose Chavez,ATL,RP,066nc
Santiago Chavez,(N/A),C,05r14
Seth Chavez,TB,RP,06hj3
Wyatt Cheney,BAL,SP,066cy
Young Cheol Yoon,(N/A),SP,06rrc
Grant Cherry,TEX,RP,06qj4
Luis Chevalier,CIN/KC,1B,061o0
Bryan Chi,TEX,RP,06in0
Alejandro Chiquillo,TEX,RP,06uw9
Harold Chirino,SD,RP,06bdd
Jhosep Chirinos,SD,SP,064s1
Junior Chirinos,STL,RP,0689n
Jake Christianson,TB/ATH,RP,066jp
Miguel Cienfuegos,SD,SP,06r0l
Christian Ciuffetelli,WSH,SP,0669n
Kellum Clark,NYM,OF,06hnn
Seth Clark,TEX,RP,0669v
Ian Clarkin,(N/A),RP,02y9j
Jharold Clemente,TB,SP,06ulg
Nolan Clifford,COL,3B,06qpf
Jesus Clode,PIT,RP,06tlw
Abraham Cohen,BAL,OF,06ckm
Daniel Colina,LAA,RP,06r47
Oscar Colina,MIA,OF,060ox
Robert Colina,(N/A),SP,0510g
Ke'Shun Collier,CHC,OF,066fo
Gavin Collins,STL,C,041xi
Jack Collins,TEX,C,06zdg
Mauricio Colmenares,CIN,SP,06uww
Willian Colmenares,BOS,SP,064s3
Rabel Colon,HOU,OF,066s1
Jol Concepcion,(N/A),RP,04o65
Adam Conrad,SD,RP,06qik
Teague Conrad,MIN,SP,06uxm
Jonah Conradt,NYM,RP,06zel
