name,team,pos,scorer_id
Johan Contreras,NYY,C,06rjs
Raino Coran,CHC,OF,062zd
Carlos Cordero,ATL,SS,06c3u
Daris Cordero,(N/A),3B,06rqu
Jose Cordero,(N/A),OF,05gtf
Wilfredo Cordero,TOR,RP,06qvc
Danny Corona,(N/A),SS,05zdd
Jorge Corona,CHW,C,06qkc
J.C. Correa,(N/A),SS,05lut
Derek Corro,ATH,RP,064p4
Elian Cortorreal,ATL,SS,06fv3
Teudis Cortorreal,BAL,OF,05y5w
Maxwell Costes,(N/A),1B,0664b
Josimar Cousin,(N/A),RP,06aww
Andres Cova,LAA,RP,06pqs
Brooks Crawford,CIN,RP,059c3
Alejandro Crisostomo,MIN,RP,06kj2
Yatner Crisostomo,CLE,RP,06bsd
Jac Croom,(N/A),2B,05ubn
Jack Cropper,(N/A),RP,06rrp
Adanson Cruz,(N/A),OF,04z2s
Alex Cruz,(N/A),OF,06r82
Darvin Cruz,KC,OF,06bj1
Juan Cruz,SEA,OF,06rs1
Naykel Cruz,BAL,RP,06kuf
Rafael Cruz,MIN,SS,05xzl
Gio Cueto,LAD,C,06qjj
Melvin Cuevas,MIA,RP,06su4
Rohan Culmer,WSH,SS,06r6k
Wilson Cunningham,CHC,SP,05y80
David Dahl,PHI,OF,02i2m
Nate Dahle,TB,SP,066ll
Jack Dallas,PHI,RP,066ap
Engel Daniel Peralta,HOU,RP,06imu
Ryan Daniels,MIN,2B,070bs
Mason Davenport,TOR,RP,06ywh
Jonathan Davis,(N/A),OF,0375e
Luke Davis,PHI,C,06ppt
Marc Davis,WSH,SP,05ynf
Cesar De Jesus,TB,RP,06ulf
Dairon De Jesus,ATH,RP,06imx
Chase De Jong,PIT,RP,02mxi
Michael De La Cruz,(N/A),C,060yu
Rodolfo De La Cruz,(N/A),SP,062zn
Rolando De La Cruz,LAA,SP,06qjk
Jarlen De La Paz,PIT,SP,06r3y
Bladimir De La Rosa,(N/A),SS,0510f
Franck De La Rosa,PIT,RP,06r0c
Jose De La Rosa,(N/A),SP,06r14
Abel De Leon,CHC,C,06ril
Isaac De Leon,(N/A),"1B,3B",05r8z
Carlos De Los Santos,LAD,RP,066n5
Eliazar De Los Santos,ATH,RP,06rth
Greudis De Los Santos,ARI,SP,06rsk
Jefrey De Los Santos,NYM,2B,06rsl
Joldelanio De Los Santos,LAD,RP,06rsm
Weslin De Los Santos,LAD,RP,06rsp
Axell De Paula,HOU,OF,06205
Brayan De Paula,HOU,SP,05y0p
Nick DeCarlo,MIL,RP,06v2s
Tate DeRias,(N/A),SP,06ukf
Hayden Deal,(N/A),RP,04zak
Alisson Del Orbe,(N/A),2B,057xr
Miguel Del Pozo,SF,RP,03mny
Joelvis Del Rosario,ATH,SP,06imy
Jesus Delgado,TEX,RP,06mht
Geremi Delpino,PHI,RP,06r1p
Eddy Demurias,CIN,RP,060vb
Jeremy Denaud,(N/A),OF,06icd
Jacob Denner,SEA,RP,06ume
Zane Denton,(N/A),3B,05u2h
Brad Deppermann,SF,RP,05155
Kyle Dernedde,CLE,SS,06ror
Nicolas Deschamps,TOR,C,06sut
Mishael Deson,(N/A),OF,05j8p
Michael DiMartini,(N/A),OF,06yqb
Angelo DiSpigna,MIA,1B,06hiz
Brauli Diaz,CIN,3B,06hsu
Bryan Diaz,CIN,RP,06ht0
Jhon Diaz,HOU,2B,06hsv
Kelvin Diaz,WSH,SS,06u78
Nomar Diaz,SF,C,066k6
Norbis Diaz,HOU,RP,06ulc
Winder Diaz,(N/A),2B,060p4
Harrison Didawick,(N/A),OF,06qqq
Ray-Patrick Didder,MIA,OF,03mpg
Vladimir Dilone,(N/A),2B,052cl
Dawson Dimon,(N/A),C,04ydk
Owen Diodati,(N/A),OF,05uae
Jonah Dipoto,PHI,RP,06gu6
Ryan Dollar,NYM,RP,06zek
Yonael Dominguez,STL,SP,0635i
Patrick Dorrian,(N/A),3B,03djy
Terence Doston,(N/A),OF,051h9
Kevin Dowdell,LAA/WSH,RP,06hh7
Kyle Dowdy,BAL,RP,03qql
Cole Duensing,(N/A),RP,041t1
Danny Duffy,(N/A),RP,01sil
Nick Dugan,(N/A),SP,05u6i
Hunter Dula,SF,RP,06kwm
Lucas Dunn,SD,2B,05ync
Juan Duran,BAL,RP,06rnd
Konni Durschlag,SEA,OF,06ywg
Ty Duvall,SEA/MIL,C,051jk
Camden Duzenack,(N/A),SS,04258
Josh Dye,KC,P,04q5k
Jerrion Ealy,(N/A),OF,04ya3
J'Briell Easley,TEX,SP,06qj2
Bryce Eblin,CHW,SS,06qkg
Brian Edgington,CIN,SP,06l50
Christian Edwards,CHW,SP,05yo8
Jacob Edwards,CIN,OF,06ul8
Zach Edwards,(N/A),SP,05yd4
Drew Ehrhard,BOS,1B,06h1s
Will Eldridge,ATL,RP,06zej
Rob Emery,(N/A),C,05r9y
Leandro Emiliani,(N/A),1B,05ama
Lorenzo Encarnacion,ARI,SP,06suz
Robbie Erlin,LAD,RP,01ub5
Estarlin Escalante,NYM,"OF,RP",06u6l
Brenny Escanio,NYY,"2B,3B",05wbo
Sebastian Espino,TOR,SS,04o3c
Manuel Espinoza,CHC,SP,05tjl
Chase Estep,NYM,3B,06484
Wilson Esterlin,NYM,SP,06cna
Geury Estevez,(N/A),SS,05j74
Johan Estrada,DET,1B,06rkf
Ben Ethridge,MIN,SP,066k4
Chan Eui Song,(N/A),2B,06rr6
Ty Evans,ATL,OF,06pgz
Wyatt Evans,(N/A),RP,066it
AJ Evasco,(N/A),OF,06uuu
Fred Fajardo,CHC,RP,06uli
Caleb Farmer,WSH,C,0669m
Ezra Farmer,(N/A),OF,066ao
Luke Farrell,CHW,RP,031bk
Ryan Feczko,(N/A),SP,062ja
Daniel Federman,BAL,RP,06bmz
Cade Feeney,BOS,RP,06hul
Brady Feigl,MIN,RP,04anh
Kendry Feliz,MIA,SS,066o0
Mervin Fell,ARI,SP,06ugu
Gray Fenter,(N/A),SP,03qmw
Christian Fernandez,ATH,RP,061qs
Johan Ferreira,NYY,3B,060u8
Andinson Ferrer,NYM/ATH,SP,06c8t
Richard Ferrer-Westrop,(N/A),3B,05ym2
Brandon Fields,(N/A),OF,05jq8
Adonis Figuereo,(N/A),OF,04ymj
Hugh Fisher,ARI,RP,05jqr
Nate Fisher,NYM,RP,0642k
Omar Florentino,(N/A),SS,04ybl
Junior Flores,SF,RP,06ulh
Luis Flores,CLE,RP,06s3q
Miguel Flores,HOU,C,06rjt
Ronaldo Flores,(N/A),C,057xt
Bennett Flynn,TOR,SP,06qje
Shayne Fontana,(N/A),1B,051hl
Mike Ford,MIN,UT,03mgg
Brandon Forrester,HOU,SS,06zen
Jordan Fowler,PHI,SP,05y5i
Dale Francis,(N/A),1B,06rq5
Carlos Francisco,(N/A),RP,06s3f
Cesar Franco,ATH,OF,06qlu
Marlon Franco,SF,RP,06ux8
Oliver Franco,SD,SP,06uwc
Jack Frankel,(N/A),SP,05y9a
Caleb Franzen,COL,SP,065jg
Geronimo Franzua,(N/A),SP,06qxp
Dariel Fregio,DET,RP,06ul6
Luis Freitez,ATH,OF,06ujp
Will Frizzell,WSH,1B,05tc9
Matt Gabbert,MIN,RP,06u77
Cam Gallagher,(N/A),C,02brd
Moises Gallardo,WSH,OF,06sbf
Ronaldo Gallo,PIT,RP,06her
Anhuar Garcia,CHC,SP,06r2a
Anthony Garcia,ATL,RP,06uh1
Brett Garcia,TOR,RP,06v2r
Darvin Garcia,BOS,SP,06r09
Elian Garcia,(N/A),OF,062zj
Elvis Garcia,(N/A),RP,05itc
Engert Garcia,TB,SP,06u6k
Gerald Garcia,(N/A),SP,05iyk
Jaiker Garcia,TEX,"1B,RP",06ux6
Juan Garcia,BAL,C,06max
Juan Garcia,(N/A),C,06rig
Luis Garcia,TOR,SS,05rgn
Pedro Garcia,(N/A),SP,06qyi
Pedro Garcia,DET,RP,06upz
Rodrigo Garcia,WSH,UT,06qy6
Roy Garcia,(N/A),RP,06ahs
Ray Garrett,ATH,SS,05rcy
Willie Joe Garry Jr.,(N/A),OF,04pu3
Andres Garza,SD,C,06rnf
Claudio Gatier,(N/A),RP,06ilv
Will Geerdes,SD,SP,066ac
Jose Geraldo,SD,RP,06tlo
Will Gervase,LAA,RP,06qqu
Adrian Gil,(N/A),RP,05y4f
Angel Gil,(N/A),OF,06bj9
Franklin Gil,HOU,SP,06fi9
Igor Gil,SD,RP,06u76
Jake Gilbert,CIN,RP,06tx7
Greyson Gimenez,WSH,RP,06qgx
Landon Ginn,CHC,RP,06h1q
Chris Gittens,(N/A),1B,03djp
Peyton Glavine,WSH,RP,06uh0
Robbie Glendinning,BAL,SS,060hr
Jackson Glenn,PIT,"2B,3B",05uvc
Seung Min Go,(N/A),2B,06rs9
Connor Godwin,LAD,RP,0665r
Jordan Goldmann,CHC,"OF,SP",06rst
Blake Goldsberry,(N/A),RP,05m6i
Gabriel Gomes,CIN,C,06ri8
Carlos Gomez,SF,RP,064vu
Henry Gomez,ATH,RP,06r0d
Jose Gomez,CLE,OF,0623o
Mario Gomez,ATH,1B,06rla
Michael Gomez,STL,RP,06qvb
Hai-Cheng Gong,(N/A),RP,04ll6
Anyelo Gonzalez,(N/A),C,06rn8
Brian Gonzalez,(N/A),SP,03dal
Cristhofer Gonzalez,TB,SP,062y0
Cristian Gonzalez,TEX,SS,061z1
Diego Gonzalez,PHI,3B,06qxc
Diomar Gonzalez,ATH,SP,06ytq
Edwin Gonzalez,HOU,SP,064oz
Jesus Gonzalez,(N/A),RP,051z3
Joan Gonzalez,SD,SP,06hel
Jorge Gonzalez,LAD,SP,06l4p
Jose Gonzalez,HOU,OF,06rhm
Jose Gonzalez,LAD,P,06v30
Joseilyn Gonzalez,LAD,RP,06ugz
Orlando Gonzalez,PHI,RP,06umd
Pedro Gonzalez,(N/A),RP,04rhi
Ricson Gonzalez,KC,C,06rk3
Saul Gonzalez,(N/A),P,04q59
Yeferson Gonzalez,TEX,SP,06rll
Lucas Gordillo,NYM,SP,06ih6
Christian Gordon,CHC,SP,06qr1
Brooks Gosswein,(N/A),SP,05xs9
Clay Grady,(N/A),SS,06alv
Logan Gragg,(N/A),RP,0516d
A.J. Graham,PIT,SS,05xq7
Dilan Granadillo,CHC,C,06riu
Frenny Grant,DET,SP,06rp5
Clayton Gray,COL,OF,06tx6
Shane Gray,NYY,SP,06654
Shane Greene,(N/A),RP,02hds
Mason Greenhouse,(N/A),OF,06cqj
David Griffin,(N/A),RP,05ylr
Ruei Yang Gu Lin,(N/A),SP,06rr9
Wander Guante,ATH,RP,060mw
Carlos Guarate,ATH,SP,05j72
Manuel Guariman,(N/A),C,05y4e
Quinn Gudaitis,DET,SP,066jk
Jose Guerra,COL,C,06c3d
Freddy Guilamo,(N/A),C,05yi1
Pablo Guillen,(N/A),SP,05ygv
Shawn Guilliams,CIN,SP,05yau
Jean Gutierrez,(N/A),OF,06ift
Emilker Guzman,(N/A),RP,06aoq
Michael Guzman,TEX,3B,06uxb
Ronaldo Guzman,(N/A),SP,056j8
Walfrent Guzman,SD,1B,06rng
Been Gwak,(N/A),SP,06rr1
Aaron Haase,DET,RP,061yj
Jake Haberer,(N/A),RP,05lq5
Ryan Hagenow,(N/A),SP,05jr9
Adam Haight,(N/A),SS,06r4v
Bubba Hall,WSH,RP,0669l
Charles Hall,ATH,RP,05t78
JD Hammer,COL,RP,0425z
Zach Hammer,CHW,P,04q3s
Ty Hanchey,SF,C,06hu9
Mo Hanley,LAA,RP,05y9t
Houston Harding,LAA,RP,06r23
Sam Harris,(N/A),1B,06q2i
Colton Hartman,(N/A),SP,06ig4
Karl Hartman,TEX,SP,06htv
Clete Hartzog,CHW,RP,06qk9
Adam Haseley,(N/A),OF,04cdd
Peyton Havard,PHI,RP,06zer
Kyle Hayes,KC,C,06rjx
Josh Hejka,PHI,RP,061lo
Heath Hembree,(N/A),RP,02hhu
J.D. Hennen,BAL,SP,06zgf
Ryan Hennen,(N/A),RP,067wx
Rob Hensey,CIN,SP,066ct
Tyler Herb,MIL,SP,02jmr
Jholbran Herder,LAD,RP,06tls
Joel Heredia,PHI,RP,06imd
Roblin Heredia,(N/A),RP,05t6t
Michael Hermosillo,NYY,OF,03mp0
Aaron Hernandez,(N/A),RP,04ppv
Alcides Hernandez,SD,C,06r8e
Arxy Hernandez,CHW,3B,06ujo
Diego Hernandez,(N/A),SS,06qgy
Jason Hernandez,SD,2B,06ih2
Juan Hernandez,(N/A),3B,06ifz
Julian Hernandez,NYM,C,06rf8
Justin Hernandez,STL,RP,06c8p
Leandro Hernandez,MIA,RP,06u6j
Maikel Hernandez,STL,C,06rp2
Pedro Hernandez,CLE,SS,064wa
Brayan Hernández,(N/A),C,06rj6
Jorge Herrera,KC,RP,06uxa
Keider Herrera,COL,RP,064rx
Martin Herrera,(N/A),SP,051wx
Ronald Herrera,WSH,RP,03bdz
Tyler Herron,TB,C,06qiw
Matt Hickey,STL,SP,066jv
Atsumi Hidaka,(N/A),SP,06ih8
Renny Hidalgo,MIA,OF,0639y
Jake Higginbotham,SD,RP,04pv2
Sam Highfill,PHI,SP,05u6o
Kyle Hill,(N/A),P,0517r
Jacob Hinderleider,COL,SS,06uhf
Carlos Hinestroza,CHW,SP,05yfz
Jake Hjelle,(N/A),1B,06k6q
Colton Hock,MIA,SP,04als
Graham Hoffman,(N/A),RP,06awg
Wyatt Hoffman,SD,2B,06u74
Matt Hogan,CHW,OF,06ulr
Connor Holden,(N/A),SP,0665k
Aaron Holiday,SD/STL,RP,061tm
Kaden Hollow,SD,1B,066ab
Owen Holt,CIN,RP,05yo4
Chase Hopewell,PHI,SP,06hev
Kaden Hopson,LAA,C,06qjp
Bryson Horne,ATL,1B,05r56
Luke Hoskins,DET,RP,06zge
Zac Houston,(N/A),RP,041w9
Carter Howell,SF,OF,066a0
Pao Lo Huang,(N/A),SP,06rs5
Joe Hudson,HOU,C,02mzt
Jonathan Hughes,ATL,RP,03pp4
Devin Hurdle,TEX,SS,06htu
Ricardo Hurtado,DET,C,06rkl
Grant Hussey,(N/A),1B,05yil
Cesar Idrogo,(N/A),OF,04w4a
Austin Irby,(N/A),1B,06uws
David Isea,COL,C,06c3e
Edgar Isea,ARI,RP,06q34
Christian Jackson,ATL,OF,066fd
Gabriel Jackson,BOS,RP,06suv
Brandon Jaime,CIN,C,06rif
Lyonell James,(N/A),SS,05iys
Niko Janssens,(N/A),SP,06mw9
Sebastian Javier,TB,RP,05r5w
Enderson Jean,PHI,RP,06ilu
Chris Jefferson,SEA,SP,06r01
Sean Jenkins,(N/A),SP,06rpf
Carlos Jimenez,CHW,1B,06436
Cesar Jimenez,ARI,SP,066qv
Cristian Jimenez,WSH,RP,06872
Damian Jimenez,(N/A),SP,06rq1
Enoy Jimenez,(N/A),SS,04yit
Federik Jimenez,(N/A),RP,066r2
Jhomber Jimenez,TB,SP,06ifn
Jhonny Jimenez,LAD,RP,05r65
Onias Jimenez,ARI,RP,06umc
Eikel Joaquin,WSH,3B,06ifh
Yorfran John,CLE,SS,060yq
Ben Johnson,CHC,RP,06qpq
Brett Johnson,(N/A),OF,066cz
Colton Johnson,ATH,RP,06sux
Paris Johnson,(N/A),OF,06c7u
Tyler Johnson,DET,1B,0665j
Reid Johnston,CLE,SP,0637r
Carson Jones,SEA,OF,06htc
Deundre Jones,(N/A),OF,066dm
Jordan Jones,(N/A),SP,051cn
Bernard Jose,SD,RP,06tln
Chandler Jozwiak,MIA,RP,060u4
Deok Ju Ham,(N/A),RP,06ib3
Jorge Julio,PHI,OF,06uln
Woo Young Jung,(N/A),RP,06ibe
Chris Kachmar,CHC,SP,06qys
Tommy Kane,SF/WSH,RP,06eku
Nathan Karaffa,PHI,RP,066ft
Gavin Kash,(N/A),1B,06ahn
Justin Kelly,TOR,RP,06uxw
Kevin Kendall,(N/A),"2B,OF",05xsu
Mitchell Kilkenny,(N/A),RP,04pmz
Keylan Killgore,(N/A),RP,04pzx
Jacob King,MIN,SP,06hgx
Devin Kirby,MIN/BAL,SP,06qf3
Doug Kirkland,KC,SP,06hhc
Cole Kirschsieper,MIA,SP,064n9
Todd Kniebbe,BAL,RP,06zcr
Grant Koch,(N/A),C,04pqw
Jared Kollar,SD,SP,066a9
Brandon Komar,CIN,SP,0519w
Chang-mo Koo,(N/A),SP,05m68
Ja Wook Koo,(N/A),OF,06rr8
Addison Kopack,SD,1B,06hej
Jacob Kostyshock,(N/A),P,0516f
Dakota Kotowski,(N/A),1B,066ak
Kade Kretzschmar,STL,OF,06hu0
Dan Kubiuk,ARI,RP,06ywb
Nate LaRue,(N/A),C,051ja
Randy Labaut,PIT,RP,06ksf
Jake Lamb,SF,1B,02mzn
Steven Lancia,CHW,C,06zet
Carmine Lane,(N/A),C,066f8
Ryan Langford,(N/A),RP,06r22
Cale Lansville,SF,SP,06hwu
Andriel Lantigua,COL,C,06ri0
Chris Lanzilli,CHW,OF,06644
Janser Lara,TEX,RP,0403r
Wilton Lara,HOU,SS,06ulw
Ashton Larson,(N/A),OF,067z2
John Lash,(N/A),SP,05y9d
Roger Lasso,LAD,OF,05r69
Maddox Latta,TOR,SS,06zes
Lorenzo Laurel,(N/A),3B,0680l
Holden Laws,(N/A),P,04pze
Justin Lawson,NYM,RP,06htd
Aidan Layton,ATH,RP,06qpe
Dylan Leach,TOR,C,06uy1
Jackson Leath,(N/A),SP,05y6y
Darren Ledford,(N/A),C,05yd5
Luis Ledo,(N/A),RP,05y09
Chansol Lee,BOS,SP,06dtk
Eui Lee Lee,(N/A),SP,06ibd
Evan Lee,(N/A),RP,04pyc
Ethan Lege,PIT,3B,06qvn
Qyshawn Legito,CIN,C,06ri7
Taylor Lehman,(N/A),RP,06qxf
Aldo Leija,(N/A),SP,062cd
Kenny Leiner,BAL,RP,06qex
Ryan Leitch,PHI,C,066aj
Keiner Leon,(N/A),RP,060od
Dayne Leonard,CIN,C,06uxj
Iverson Leonardo,(N/A),OF,05lp1
Dominic Leone,(N/A),RP,02n7j
Luis Leones,CIN,OF,06ujs
Ray Leonzi,(N/A),OF,06l0f
Nadir Lewis,SF,OF,06hnj
Brandon Leyton,(N/A),"2B,SS",04ug7
Roger Leyton,(N/A),OF,05no1
Christian Lim,(N/A),SP,06mpy
Denny Lima,CHW,SP,06mek
Winder Linares,TEX,OF,06rnl
Trey Lipsey,(N/A),OF,066is
Tim Locastro,SD,OF,031dr
Nick Lockhart,(N/A),RP,0518f
Carter Loewen,SD,RP,05r5g
Carter Lohman,LAD,SP,0665s
Jacob Lojewski,TOR,SS,06qj8
Dylan Lonergan,(N/A),SP,05ubm
Jacoby Long,NYM,OF,06qph
Trevor Long,SEA,RP,06qir
Abelaldo Lopez,(N/A),OF,05iyu
Eduardito Lopez,(N/A),2B,06r7r
Irving Lopez,(N/A),2B,04ere
Jesus Lopez,SD,SP,06sb6
Johan Lopez,TB,SS,051ws
Jose Lopez,LAD,RP,06mdn
Jose Lopez,NYM,SP,06rld
Justin Lopez,(N/A),SS,04b3f
Ronny Lopez,CHC,SP,06ulv
Collin Lowe,MIA,RP,0665w
Jordy Luciano,(N/A),SP,066qh
Alejandro Lugo,(N/A),RP,06tlm
Carlos Luis,(N/A),SS,04c0w
Jesus Luna,CLE,RP,06upy
John Lynch,(N/A),SP,066f2
Coleman MacRae,HOU,SP,06zew
Dixon Machado,CHC,SS,027h1
Joel Machado,(N/A),SP,04yb9
Roilan Machandy,HOU,OF,060qu
Bernard Mack,STL,SP,06c7v
Reynaldo Madrigal,(N/A),OF,05xtv
Fermin Magallanes,BAL,RP,06ulu
Mario Magana,(N/A),OF,06yys
Cam Magee,ATL,SS,06hoz
Drew Maggi,(N/A),2B,02hnm
Grant Magill,CHW,C,06qke
Cooper Malamazian,(N/A),SS,06uwp
Dalton Mall,TB/NYM,SP,06hyx
Noah Manning,SEA,RP,06umb
Timmy Manning,SF,RP,05jq4
Renair Manrique,PHI,SS,06bt4
Agustin Marcano,WSH,C,06suq
Jose Marcano,ATL,RP,06aka
Tucupita Marcano,SD,OF,04t41
Hansel Marcelino,(N/A),RP,06aju
Maximo Maria,ATL,OF,062zm
Diovel Mariano,CLE,RP,06uxs
Jermaine Maricuto,(N/A),1B,06sup
Nelson Marin,DET,C,06rkd
Louis Marinaro,TEX,RP,06zev
Luis Marinez,ATH,1B,06rl8
Ynmanol Marinez,(N/A),SS,04l9z
Franklin Marquez,(N/A),SP,05l1l
Angel Marte,(N/A),C,06rk5
Daniel Marte,(N/A),OF,05h7h
Christian Martin,STL,2B,06qvt
Kaden Martin,(N/A),OF,05uca
Clarence Martina,WSH,RP,06ult
Anel Martinez,WSH,SP,06qy7
Daniel Martinez,(N/A),SP,04q3u
Felix Martinez,(N/A),RP,06sui
Frank Martinez,TEX,RP,06bl4
Henry Martinez,SD,SP,0657u
Jhonny Martinez,ATL,RP,064w8
Jordi Martinez,(N/A),RP,05rgd
Juan Martinez,CIN,SP,06u6p
Luis Martinez,(N/A),1B,06rgu
Michael Martinez,MIN,RP,06qyf
Nolan Martinez,(N/A),P,041r3
Quinton Martinez,LAA,SP,0664m
Randol Martinez,PIT,RP,06r16
Robinson Martinez,BAL,RP,06qtd
Xavier Martinez,CLE,RP,06qk7
Jack Maruskin,BAL,SP,06h1u
Cameron Masterman,(N/A),OF,06fu1
Jean Mata,(N/A),OF,06oh0
Carlos Mateo,KC,SP,06bj0
Shane Matheny,(N/A),1B,04euk
Ryan Mathiesen,HOU,RP,06qsy
Jacob Maton,TEX,SP,0669u
Delvis Matos,DET,OF,06amm
Dwayne Matos,CLE,SP,06v2q
Ewing Matos,MIN,OF,06ifl
Shion Matsuo,(N/A),C,06qs2
John Matthews,(N/A),RP,0516a
Micah Matthews,(N/A),3B,05u3t
Zack Matthews,(N/A),RP,05oh8
Connor Mattison,MIN,SP,06l3j
Alex Mauricio,NYY,RP,06ahc
Seth Mayberry,(N/A),RP,059c2
Mike Mayers,(N/A),RP,0316b
Aric McAtee,CHW,RP,06twb
Max McDowell,(N/A),C,03qrb
Walker McDuffie,(N/A),RP,06uvx
Aaron McGarity,CHW,RP,04env
Kyle McGowin,(N/A),SP,031be
Cooper McGrath,SF,RP,06z4a
John McHenry,WSH,SS,0669k
Brandon McIlwain,NYM,OF,05rda
J.D. McLaughlin,DET,OF,05yhs
Caleb McNeely,MIN,OF,06uxr
Jake McSteen,ATL,RP,06suw
Nomar Medina,SF,SP,061zd
Ruben Medina,TEX,SP,06r0i
Chase Meggers,NYM,C,06zf1
Naoel Mejia,PHI,RP,06uls
Yorberto Mejicano,(N/A),1B,05ykz
Ubert Mejías,SF,RP,06lfw
Adiel Melendez,ATL,SP,06zf6
Anderson Melendez,(N/A),RP,06rht
Cristofer Melendez,PIT,RP,06pfl
Edwardo Melendez,CHC,RP,06um1
Juan Mendez,MIN,RP,06rm2
Leam Mendez,NYY,SP,066ok
Romel Mendez,PHI,OF,064oj
Abdiel Mendoza,MIL,RP,06qxk
Jan Mercado,(N/A),C,04emr
Reidy Mercado,(N/A),OF,052kd
Jorge Mercedes,MIA,RP,06u75
Juan Mercedes,MIN,RP,06tlq
Matt Merrill,DET,RP,06tlu
Victor Mesia,(N/A),C,05gsh
Ben Metzinger,(N/A),1B,06499
Danery Meyer,SEA,RP,06qvi
Jake Meyer,(N/A),C,0665p
Nick Meyer,(N/A),C,04prk
Moises Meza,COL,SP,06v2b
Fredy Michel,MIN,SS,05un6
Ryan Middendorf,MIL,RP,066cb
Jordan Mikel,CHW,RP,06qx7
Justin Miknis,PIT,C,06hse
Deylen Miley,HOU,SP,061ab
Juan Minaya,MIN,RP,03yvx
Jorge Minyety,ARI,RP,06suy
Tatsuki Mizuno,(N/A),SS,06ylp
Andre Modungo,(N/A),3B,05yaj
Augie Mojica,ARI,RP,06uxz
Misael Mojica,WSH,3B,066pz
Chris Mokma,(N/A),P,05195
Moises Molero,CLE,OF,06amn
Carlos Molina,(N/A),RP,06foc
Carlos Molina,(N/A),C,06rjb
Leosdany Molina,HOU,SS,060gi
Keito Mombetsu,(N/A),SP,06rsb
Darlyn Montero,ATH,1B,06v2c
Euri Montero,WSH,RP,06uq3
Ricardo Montero,LAD,RP,06bkw
Mike Montgomery,(N/A),RP,01s9g
Christopher Montilla,LAA,RP,06rtl
Wesley Moore,PHI,RP,06ih5
Angelo Mora,CIN,C,06ri9
Javier Mora,CHW,2B,066o4
Juan Mora,CHC,"2B,3B",05wvs
Daje Morales,PIT,2B,061zs
Gabe Morales,(N/A),SP,05j6y
Jonathan Morales,STL,C,03r05
Yohanse Morel,TEX,SP,04qng
Johan Moreno,(N/A),SP,06tl2
Johan Moreno,SD,RP,06v2p
Luis Moreno,NYM,RP,04zb0
Chase Morgan,(N/A),SP,06l4x
Josh Morgan,SEA,"C,SS",03dao
Reid Morgan,(N/A),P,051a5
Tyler Morgan,SD,RP,06hwn
Sergio Morillo,(N/A),RP,05rzw
Wilny Moron,COL,RP,05rcl
Zack Morris,COL,RP,06uxi
Cooper Moss,(N/A),SP,06yug
Alberto Mota,TEX,RP,06rtk
Eddy Mota,HOU,RP,06r45
Edgar Mota,KC,C,06rk2
Eliseo Mota,DET,RP,06rtj
P.J. Moutzouridis,MIN,SS,06l5h
Omar Moya,(N/A),C,067xs
Christian Mracna,TOR,RP,06qj7
Zach Muckenhirn,SEA,SP,041wa
Ren Mukunoki,(N/A),SP,06ibg
Maikol Munoz,SD,SS,0637f
Victor Munoz,(N/A),RP,059zb
Kristin Munroe,LAA,3B,05yej
Juan Murillo,SD,OF,063dp
John Murphy,CIN,RP,06cn2
Zach Murray,CIN,SP,06ul2
Tyler Myrick,SF,RP,066r5
Alejandro Méndez,BAL,RP,06u6o
Deivis Nadal,KC,SS,05g4m
Joe Nahas,CHC,RP,05t29
Raisei Nakamura,MIA,RP,06qe3
Taishi Nakawake,CHW,3B,0662v
Luke Napleton,MIN,C,06uml
Efrenyer Narvaez,(N/A),C,05xo1
Tim Naughton,DET,RP,060ve
Diego Navarro,(N/A),RP,05xnu
Edgar Navarro,(N/A),RP,06avu
Vaughn Necker,(N/A),SP,067z3
Juan Carlos Negret,(N/A),OF,04mr8
Tyler Neslony,CHW,OF,041us
Dylan Neuse,MIN,OF,060wo
Roiber Niazoa,ATL,1B,06rqt
Angel Nieblas,ATL,3B,06cqo
Hayden Nierman,BAL,RP,0664a
Hector Nieves,(N/A),2B,05yb2
Jack Noble,MIN/PIT,RP,06u6i
Cameron Nohos,(N/A),RP,06zgp
Chance Nolan,NYY,OF,06su6
Jake Noll,(N/A),1B,041tg
Trey Nordmann,BAL,RP,06649
Cruz Noriega,KC,RP,06s34
Takahiro Norimoto,(N/A),SP,03xu8
Satchell Norman,(N/A),"C,1B",066jr
Daniel Norris,(N/A),RP,025gw
Anderson Nova,MIN,OF,061zy
Jose Nova,MIL,RP,06um5
Ellian Nunez,NYM,SP,05rhz
German Nunez,TEX,SP,06phu
Henry Nunez,BOS,RP,05r5n
Lennyn Nunez,PIT,OF,06rlm
Vicent Nunez,CHC,C,06rin
Brady O'Brien,SEA,3B,06yw4
John O'Reilly,(N/A),RP,06r21
Blaze O'Saben,MIN,OF,06uxp
Jimmy Obertop,COL,C,06um4
Nelvis Ochoa,COL,SP,05yem
Adrian Ogando,WSH,RP,06ak7
Luis Ogando,(N/A),3B,06eyo
Ryo Ohta,(N/A),2B,06smt
Yasunobu Okugawa,(N/A),SP,060z3
Billy Oldham,MIN,SP,06sbb
Hunter Omlid,COL,RP,06qoi
Benjamin Onyshko,(N/A),P,03dpe
Johzan Oquendo,(N/A),RP,051cp
Eliezer Orbe,SEA,RP,06r4h
Jesus Ordonez,COL,C,06ri3
Jose Ortega,SD,RP,06ra8
Avery Ortiz,WSH,2B,06r77
Raymel Ortiz,(N/A),SS,06ibz
