combined_rank,player,pos,team,value,blended_score,hkb_rank,current_rank,current_value,sp_rank,rp_rank,sources_matched,level,prospect_rank
328,Sonny Gray,SP,STL,8.6,335.0,335,102,23.9,33,,1,MLB,
329,Hector Rodriguez,OF,CIN,8.6,336.0,336,,,,,1,MLB,
330,Heliot Ramos,OF,SF,8.5,336.0,336,219,13.7,,,1,MLB,
331,Jett Williams,"2B,SS,OF",NYM,8.5,338.0,338,,,,,1,AAA,66
332,Juneiker Caceres,OF,CLE,8.5,339.0,339,,,,,1,A+,67
333,Jaison Chourio,OF,CLE,8.4,340.0,340,,,,,1,AA,68
334,Colt Keith,"1B,2B,3B",DET,8.4,341.0,341,228,13.2,,,1,MLB,
335,Jacob Gonzalez,"1B,2B,SS",CHW,8.4,342.0,342,,,,,1,MLB,
336,Steven Kwan,OF,CLE,8.3,343.0,343,214,14.0,,,1,MLB,
337,Caleb Durbin,"2B,3B",MIL,8.3,344.0,344,110,22.8,,,1,MLB,
338,Jack Leiter,SP,TEX,8.2,345.0,345,,,,,1,MLB,
339,Carlos Rodon,SP,NYY,8.2,346.0,346,206,14.5,34,,1,MLB,
340,Ike Irish,"C,1B",BAL,8.2,347.0,347,,,,,1,A+,69
341,Jonny Farmelo,OF,SEA,8.1,348.0,348,,,,,1,AA,70
342,Tatsuya Imai,SP,HOU,8.1,349.0,349,,,,,1,MLB,
343,Justin Gonzales,OF,BOS,8.1,350.0,350,,,,,1,AA,71
344,Brendan Donovan,"2B,3B,SS,OF",STL,8.0,351.0,351,,,,,1,MLB,
345,Jung Hoo Lee,OF,SF,8.0,352.0,352,188,15.7,,,1,MLB,
346,Ryan Pepiot,SP,TB,7.9,353.0,353,,,,,1,MLB,
347,Kash Mayfield,SP,SD,7.9,354.0,354,,,,,1,A+,72
348,Griffin Jax,"SP,RP",MIN/TB,7.9,355.0,355,282,10.5,61,,1,MLB,
349,Rhett Lowder,SP,CIN,7.8,356.0,356,,,,,1,MLB,
350,Brooks Lee,"2B,3B,SS",MIN,7.8,357.0,357,220,13.7,,,1,MLB,
351,Dylan Beavers,OF,BAL,7.8,357.0,357,373,7.0,,,1,MLB,
352,Luis Robert Jr.,OF,CHW,7.7,359.0,359,156,18.2,,,1,MLB,
353,Matt McLain,"2B,SS",CIN,7.7,360.0,360,249,12.1,,,1,MLB,
354,Michael Soroka,"SP,RP",WSH/CHC,7.7,361.0,361,350,7.8,,,1,MLB,
355,Xavier Neyens,3B,HOU,7.6,361.0,361,,,,,1,A+,73
356,Kruz Schoolcraft,SP,SD,7.6,363.0,363,,,,,1,A,74
357,River Ryan,SP,LAD,7.6,364.0,364,,,,,1,AAA,75
358,Johnny King,SP,TOR,7.5,365.0,365,,,,,1,AA,76
359,Jefferson Rojas,"2B,SS",CHC,7.5,366.0,366,,,,,1,AA,77
360,Tommy White,"1B,3B",ATH,7.5,366.0,366,,,,,1,MLB,
361,Zac Veen,OF,COL,7.4,366.0,366,364,7.3,,,1,MLB,
362,Kendry Rojas,SP,TOR/MIN,7.4,369.0,369,,,,,1,MLB,
363,Brandon Marsh,OF,PHI,7.4,370.0,370,211,14.2,,,1,MLB,
364,Andrew Vaughn,"1B,3B",CHW/MIL,7.3,371.0,371,372,7.1,,,1,MLB,
365,Brady House,3B,WSH,7.3,372.0,372,,,,,1,MLB,
366,Addison Barger,"3B,OF",TOR,7.3,373.0,373,,,,,1,MLB,
367,Davis Martin,SP,CHW,7.2,373.0,373,281,10.6,,,1,MLB,
368,JJ Bleday,OF,ATH,7.2,375.0,375,237,12.7,,,1,MLB,
369,Reese Olson,SP,DET,7.2,376.0,376,,,,,1,AAA,78
370,Kevin Alvarez,OF,HOU,7.1,377.0,377,,,,,1,A,79
371,Spencer Steer,"1B,2B,OF",CIN,7.1,377.0,377,,,,,1,MLB,
372,Willy Adames,SS,SF,7.1,377.0,377,189,15.6,,,1,MLB,
373,Kyle Manzardo,1B,CLE,7.0,380.0,380,,,,,1,MLB,
374,Nathan Eovaldi,SP,TEX,7.0,380.0,380,224,13.4,,,1,MLB,
375,Elian Pena,SS,NYM,7.0,382.0,382,,,,,1,A+,80
376,Connor Prielipp,SP,MIN,6.9,384.0,384,341,8.1,77,,1,MLB,
377,Masyn Winn,SS,STL,6.9,384.0,384,292,10.1,,,1,MLB,
378,Max Muncy,"2B,3B,SS",ATH,6.9,386.0,386,,,,,1,MLB,
379,Noelvi Marte,"3B,OF",CIN,6.8,387.0,387,,,,,1,MLB,
380,Bryson Stott,"2B,3B,SS",PHI,6.8,388.0,388,157,18.1,,,1,MLB,
381,Jaxon Wiggins,SP,CHC,6.8,389.0,389,,,,,1,AAA,81
382,Brody Hopkins,SP,TB,6.7,390.0,390,,,,,1,AAA,82
383,Kyle Karros,3B,COL,6.7,390.0,390,380,6.8,,,1,MLB,
384,Christian Moore,"2B,OF",LAA,6.7,392.0,392,,,,,1,MLB,
385,Kayson Cunningham,SS,ARI,6.6,392.0,392,,,,,1,A+,83
386,Daniel Palencia,RP,CHC,6.6,394.0,394,200,14.9,,17,1,MLB,
387,Taitn Gray,C,TB,6.6,394.0,394,,,,,1,A,84
388,Coby Mayo,"1B,3B",BAL,6.5,396.0,396,269,11.1,,,1,MLB,
389,Christian Yelich,"OF,UT",MIL,6.5,397.0,397,163,17.6,,,1,MLB,
390,Blaze Jordan,"1B,3B",BOS/STL,6.5,398.0,398,,,,,1,MLB,
391,Evan Carter,OF,TEX,6.4,398.0,398,370,7.1,,,1,MLB,
392,Jakob Marsee,OF,MIA,6.4,401.0,401,336,8.3,,,1,MLB,
393,Max Muncy,3B,LAD,6.4,402.0,402,143,19.3,,,1,MLB,
394,Quinn Mathews,SP,STL,6.3,403.0,403,,,85,,1,MLB,
395,Gleyber Torres,2B,DET,6.3,404.0,404,191,15.5,,,1,MLB,
396,Garrett Mitchell,OF,MIL,6.3,405.0,405,365,7.3,,,1,MLB,
397,Nathan Flewelling,C,TB,6.3,406.0,406,,,,,1,A+,85
398,Michael McGreevy,SP,STL,6.2,407.0,407,309,9.4,,,1,MLB,
399,Kerry Carpenter,OF,DET,6.2,409.0,409,335,8.4,,,1,MLB,
400,Ryan Jeffers,C,MIN,6.2,409.0,409,254,11.8,,,1,MLB,
401,Brandon Nimmo,OF,NYM,6.1,411.0,411,96,24.7,,,1,MLB,
402,J.T. Ginn,"SP,RP",ATH,6.1,412.0,412,,,,,1,MLB,
403,Murf Gray,3B,PIT,6.1,413.0,413,,,,,1,AA,86
404,Dansby Swanson,SS,CHC,6.0,414.0,414,222,13.6,,,1,MLB,
405,Cooper Ingle,C,CLE,6.0,415.0,415,,,,,1,MLB,
406,Adrian Morejon,RP,SD,6.0,416.0,416,209,14.3,,10,1,MLB,
407,Zebby Matthews,SP,MIN,5.9,417.0,417,,,89,,1,MLB,
408,Bryce Elder,SP,ATL,5.9,418.0,418,,,,,1,MLB,
409,Kevin Alcantara,OF,CHC,5.9,418.0,418,,,,,1,MLB,
410,Gavin Fien,3B,TEX,5.9,420.0,420,,,,,1,A,87
411,Jurrangelo Cijntje,SP,SEA,5.8,420.0,420,,,,,1,AAA,88
412,Robbie Ray,SP,SF,5.8,420.0,420,198,15.0,47,,1,MLB,
413,Michael Forret,SP,BAL,5.8,423.0,423,,,,,1,AAA,89
414,Devin Williams,RP,NYY,5.7,424.0,424,287,10.3,,,1,MLB,
415,Angel Martinez,"2B,SS,OF",CLE,5.7,425.0,425,,,,,1,MLB,
416,Jake McCarthy,OF,ARI,5.7,426.0,426,130,20.6,,,1,MLB,
417,Tate Southisene,SS,ATL,5.6,426.0,426,,,,,1,AA,90
418,Shane Bieber,SP,CLE/TOR,5.6,428.0,428,270,11.1,56,,1,MLB,
419,Tanner McDougal,SP,CHW,5.6,430.0,430,,,,,1,MLB,
420,Jacob Melton,OF,HOU,5.6,431.0,431,,,,,1,AAA,91
421,Xavier Isaac,UT,TB,5.5,431.0,431,,,,,1,AAA,92
422,Shane Drohan,"SP,RP",BOS,5.5,433.0,433,,,84,,1,MLB,
423,Braylon Doughty,SP,CLE,5.5,434.0,434,,,,,1,AA,93
424,Aroldis Chapman,RP,BOS,5.4,435.0,435,71,28.9,,11,1,MLB,
425,Bo Davidson,OF,SF,5.4,436.0,436,,,,,1,AAA,94
426,Carson Williams,SS,TB,5.4,436.0,436,,,,,1,MLB,
427,Demetrio Crisantes,2B,ARI,5.4,438.0,438,,,,,1,AAA,95
428,Josh Hammond,"3B,SS",KC,5.3,439.0,439,,,,,1,A,96
429,Wei-En Lin,SP,ATH,5.3,439.0,439,,,,,1,AAA,97
430,Justin Steele,SP,CHC,5.3,441.0,441,,,,,1,MLB,
431,Quinn Priester,SP,BOS/MIL,5.2,442.0,442,,,,,1,AAA,98
432,Roldy Brito,"2B,OF",COL,5.2,442.0,442,,,,,1,A+,99
433,Kristian Campbell,"2B,OF",BOS,5.2,444.0,444,,,,,1,AAA,100
434,Jeferson Quero,C,MIL,5.2,445.0,445,,,,,1,MLB,
435,Brayan Rocchio,"2B,SS",CLE,5.1,446.0,446,319,9.0,,,1,MLB,
436,Blake Mitchell,C,KC,5.1,447.0,447,,,,,1,A+,101
437,Eduardo Tait,C,PHI/MIN,5.1,448.0,448,,,,,1,A+,102
438,Colton Cowser,OF,BAL,5.0,449.0,449,,,,,1,MLB,
439,David Bednar,RP,PIT/NYY,5.0,449.0,449,48,34.5,,14,1,MLB,
440,Charles Davalan,OF,LAD,5.0,451.0,451,,,,,1,A+,103
441,Sal Frelick,OF,MIL,5.0,451.0,451,,,,,1,MLB,
442,Kumar Rocker,SP,TEX,4.9,453.0,453,,,99,,1,MLB,
443,Alexander Frias,OF,MIL,4.9,454.0,454,,,,,1,A,104
444,Jake Bauers,"1B,OF,RP",MIL,4.9,454.0,454,162,17.7,,,1,MLB,
445,Max Anderson,2B,DET,4.9,454.0,454,,,,,1,AAA,105
446,Garrett Whitlock,RP,BOS,4.8,457.0,457,253,11.9,,,1,MLB,
447,Yainer Diaz,C,HOU,4.8,458.0,458,,,,,1,MLB,
448,Cooper Flemming,SS,TB,4.8,459.0,459,,,,,1,A,106
449,Juan Sanchez,"3B,SS",TOR,4.7,459.0,459,,,,,1,A,107
450,Ryan O'Hearn,"1B,OF",BAL/SD,4.7,459.0,459,,,,,1,MLB,
451,Jace LaViolette,OF,CLE,4.7,462.0,462,,,,,1,AA,108
452,Cam Cannarella,OF,MIA,4.7,463.0,463,,,,,1,AAA,109
453,Clay Holmes,SP,NYM,4.6,464.0,464,264,11.3,73,,1,MLB,
454,Trevor Megill,RP,MIL,4.6,465.0,465,135,20.1,,5,1,MLB,
455,Jack Wenninger,SP,NYM,4.6,466.0,466,,,,,1,AAA,110
456,Ronny Cruz,SS,CHC/WSH,4.6,467.0,467,,,,,1,A+,111
457,Teoscar Hernandez,OF,LAD,4.5,467.0,467,148,18.9,,,1,MLB,
458,Owen Murphy,SP,ATL,4.5,469.0,469,,,,,1,MLB,
459,Brandon Woodruff,SP,MIL,4.5,470.0,470,,,,,1,MLB,
460,Juan Valera,SP,BOS,4.5,471.0,471,,,,,1,A+,112
461,Zac Thornton,"SP,RP",NYM,4.4,471.0,471,,,98,,1,MLB,
462,Ben Joyce,RP,LAA,4.4,473.0,473,273,10.9,,18,1,MLB,
463,Nolan Schanuel,1B,LAA,4.4,473.0,473,,,,,1,MLB,
464,Kahlil Watson,"2B,OF",CLE,4.3,475.0,475,,,,,1,MLB,
465,Spencer Horwitz,1B,PIT,4.3,475.0,475,331,8.5,,,1,MLB,
466,Dustin May,SP,LAD/BOS,4.3,477.0,477,216,13.9,39,,1,MLB,
467,Taylor Ward,OF,LAA,4.3,477.0,477,266,11.3,,,1,MLB,
468,Cam Collier,3B,CIN,4.2,479.0,479,,,,,1,AA,113
469,Nick Pivetta,SP,SD,4.2,479.0,479,,,,,1,MLB,
470,Chase Harlan,3B,LAD,4.2,482.0,482,,,,,1,A+,114
471,Nate George,OF,BAL,4.2,483.0,483,,,,,1,A+,115
472,Tommy Troy,"2B,OF",ARI,4.1,483.0,483,,,,,1,MLB,
473,Jose Fernandez,SS,ARI,4.1,485.0,485,,,,,1,MLB,
474,Ernie Clement,"1B,2B,3B,SS",TOR,4.1,486.0,486,304,9.6,,,1,MLB,
475,Ricky Tiedemann,SP,TOR,4.1,486.0,486,,,,,1,MLB,
476,Yohandy Morales,"1B,3B",WSH,4.0,488.0,488,,,,,1,AAA,116
477,Jake Latz,"SP,RP",TEX,4.0,489.0,489,129,20.7,,7,1,MLB,
478,Wehiwa Aloy,2B,BAL,4.0,490.0,490,,,,,1,AA,117
479,Ryne Nelson,"SP,RP",ARI,4.0,491.0,491,,,,,1,MLB,
480,Harry Ford,C,SEA,3.9,493.0,493,,,,,1,MLB,
481,Marek Houston,SS,MIN,3.9,493.0,493,,,,,1,AA,118
482,Henry Lalane,SP,NYY,3.9,495.0,495,,,,,1,A+,119
483,Luke Adams,"1B,3B",MIL,3.9,496.0,496,,,,,1,AAA,120
484,Blake Burke,1B,MIL,3.8,497.0,497,,,,,1,AAA,121
485,Johan De Los Santos,SS,PIT,3.8,498.0,498,,,,,1,A,122
486,Ben Hess,SP,NYY,3.8,499.0,499,,,,,1,AA,123
487,Alex Freeland,"2B,3B,SS",LAD,3.8,501.0,501,,,,,1,MLB,
488,Christian Walker,1B,HOU,3.7,501.0,501,167,17.3,,,1,MLB,
489,Deyvison De Los Santos,"1B,3B",MIA,3.7,501.0,501,,,,,1,MLB,
490,Jhostynxon Garcia,OF,BOS,3.7,501.0,501,,,,,1,MLB,
491,Matthew Liberatore,SP,STL,3.7,501.0,501,353,7.7,,,1,MLB,
492,George Klassen,SP,LAA,3.6,506.0,506,,,64,,1,MLB,
493,Daulton Varsho,OF,TOR,3.6,507.0,507,226,13.3,,,1,MLB,
494,Gavin Kilen,SS,SF,3.6,508.0,508,,,,,1,AA,124
495,Trent Grisham,OF,NYY,3.6,508.0,508,192,15.4,,,1,MLB,
496,Alejandro Kirk,C,TOR,3.5,510.0,510,280,10.6,,,1,MLB,
497,Grant Holmes,SP,ATL,3.5,511.0,511,,,,,1,MLB,
498,Grayson Rodriguez,SP,BAL,3.5,511.0,511,358,7.5,,,1,MLB,
499,Tai Peete,SS,SEA,3.5,513.0,513,,,,,1,AA,125
500,Shane Smith,SP,CHW,3.4,514.0,514,,,,,1,MLB,
501,Ezequiel Tovar,SS,COL,3.4,515.0,515,316,9.1,,,1,MLB,
502,Trey Gibson,SP,BAL,3.4,516.0,516,,,,,1,MLB,
503,Nolan Perry,SP,TOR,3.4,517.0,517,,,,,1,AA,126
504,Brandon Pfaadt,"SP,RP",ARI,3.3,518.0,518,184,16.0,58,,1,MLB,
505,Chad Patrick,"SP,RP",MIL,3.3,519.0,519,,,,,1,MLB,
506,Jesus Baez,"3B,SS",NYM/STL,3.3,520.0,520,,,,,1,AA,127
507,David Shields,SP,KC,3.3,521.0,521,,,,,1,A+,128
508,Matt Chapman,3B,SF,3.2,522.0,522,236,12.8,,,1,MLB,
509,Keider Montero,"SP,RP",DET,3.2,523.0,523,245,12.3,95,,1,MLB,
510,Abimelec Ortiz,1B,TEX,3.2,524.0,524,,,,,1,MLB,
511,Riley O'Brien,RP,STL,3.2,524.0,524,171,17.0,,60,1,MLB,
512,Ryan Helsley,RP,STL/NYM,3.2,524.0,524,328,8.6,,,1,MLB,
513,Billy Carlson,SS,CHW,3.1,527.0,527,,,,,1,A,129
514,John Gil,SS,ATL,3.1,528.0,528,,,,,1,AA,130
515,Ty Johnson,SP,TB,3.1,528.0,528,,,,,1,AAA,131
516,Noble Meyer,SP,MIA,3.1,530.0,530,,,,,1,A,132
517,Aidan Smith,OF,TB,3.0,531.0,531,,,,,1,A+,133
518,Tristan Peters,OF,TB,3.0,532.0,532,,,,,1,MLB,
519,Aaron Ashby,RP,MIL,3.0,533.0,533,339,8.2,,34,1,MLB,
520,Eugenio Suarez,3B,ARI/SEA,3.0,534.0,534,255,11.8,,,1,MLB,
521,James Triantos,"2B,3B,OF",CHC,2.9,534.0,534,,,,,1,MLB,
522,Bradgley Rodriguez,"SP,RP",SD,2.9,536.0,536,,,,33,1,MLB,
523,Robert Gasser,SP,MIL,2.9,536.0,536,357,7.6,,,1,MLB,
524,Caden Bodine,C,BAL,2.9,538.0,538,,,,,1,AAA,134
525,Chase Petty,"SP,RP",CIN,2.9,538.0,538,,,,,1,MLB,
526,Jackson Ferris,SP,LAD,2.8,538.0,538,,,,,1,AAA,135
527,Tyson Lewis,SS,CIN,2.8,541.0,541,,,,,1,A+,136
528,Anthony Volpe,SS,NYY,2.8,542.0,542,,,,,1,MLB,
529,Devin Taylor,OF,ATH,2.8,543.0,543,,,,,1,AA,137
530,Joshua Kuroda-Grauer,"3B,SS",ATH,2.7,543.0,543,,,,,1,MLB,
531,Jacob Reimer,3B,NYM,2.7,545.0,545,,,,,1,AA,138
532,Ezequiel Duran,"1B,2B,3B,SS,OF",TEX,2.7,546.0,546,238,12.7,,,1,MLB,
533,Luis Perales,RP,BOS,2.7,546.0,546,,,,,1,MLB,
534,Nasim Nunez,"2B,SS",WSH,2.6,546.0,546,317,9.0,,,1,MLB,
535,Carmen Mlodzinski,"SP,RP",PIT,2.6,549.0,549,,,,,1,MLB,
536,Mark Vientos,3B,NYM,2.6,549.0,549,,,,,1,MLB,
537,Andres Gimenez,"2B,SS",TOR,2.6,551.0,551,305,9.5,,,1,MLB,
538,Luis De Leon,SP,BAL,2.6,551.0,551,,,,,1,AAA,139
539,Brayan Bello,"SP,RP",BOS,2.5,553.0,553,,,68,,1,MLB,
540,Ryan Clifford,"1B,OF",NYM,2.5,553.0,553,,,,,1,AAA,140
541,Aroon Escobar,2B,PHI,2.5,555.0,555,,,,,1,AA,141
542,Carlos Correa,"3B,SS",MIN/HOU,2.5,555.0,555,,,,,1,MLB,
543,Clarke Schmidt,SP,NYY,2.4,558.0,558,,,,,1,AA,142
544,Heriberto Hernandez,OF,MIA,2.4,559.0,559,278,10.7,,,1,MLB,
545,Jack Flaherty,SP,DET,2.4,559.0,559,363,7.4,,,1,MLB,
546,Jonathon Long,1B,CHC,2.4,559.0,559,,,,,1,AAA,143
547,Jordan Beck,OF,COL,2.4,559.0,559,,,,,1,MLB,
548,Justin Martinez,RP,ARI,2.3,563.0,563,218,13.8,,16,1,MLB,
549,Lars Nootbaar,OF,STL,2.3,564.0,564,293,10.0,,,1,MLB,
550,Randy Vasquez,"SP,RP",SD,2.3,565.0,565,,,,,1,MLB,
551,Brice Matthews,"2B,3B,SS",HOU,2.3,566.0,566,,,,,1,MLB,
552,Miguel Sime,SP,WSH,2.3,566.0,566,,,,,1,A+,144
553,Brett Baty,"1B,2B,3B,OF",NYM,2.2,568.0,568,,,,,1,MLB,
554,Slade Caldwell,OF,ARI,2.2,569.0,569,,,,,1,A+,145
555,Triston Casas,1B,BOS,2.2,569.0,569,,,,,1,MLB,
556,Slade Cecconi,SP,CLE,2.2,571.0,571,,,,,1,MLB,
557,Mitch Keller,SP,PIT,2.1,572.0,572,,,,,1,MLB,
558,Bryan Baker,RP,BAL/TB,2.1,573.0,573,92,25.3,,13,1,MLB,
559,Trevor Larnach,OF,MIN,2.1,573.0,573,250,12.0,,,1,MLB,
560,Tanner Scott,RP,LAD,2.1,575.0,575,97,24.6,,9,1,MLB,
561,Bailey Ober,SP,MIN,2.1,576.0,576,289,10.2,,,1,MLB,
562,Hendry Mendez,OF,PHI/MIN,2.0,576.0,576,,,,,1,AAA,146
563,Logan O'Hoppe,C,LAA,2.0,576.0,576,,,,,1,MLB,
564,Matt Brash,RP,SEA,2.0,576.0,576,,,,,1,MLB,
565,Jacob Young,OF,WSH,2.0,580.0,580,325,8.7,,,1,MLB,
566,Zach Root,SP,LAD,2.0,580.0,580,,,,,1,AA,147
567,Brenton Doyle,OF,COL,1.9,582.0,582,,,,,1,MLB,
568,Luis Castillo,SP,SEA,1.9,582.0,582,,,,,1,MLB,
569,Sean Keys,3B,TOR,1.9,582.0,582,,,,,1,MLB,
570,Nick Gonzales,"2B,3B,SS",PIT,1.9,585.0,585,199,15.0,,,1,MLB,
571,George Springer,OF,TOR,1.8,586.0,586,144,19.2,,,1,MLB,
572,Kody Clemens,"1B,2B,OF",PHI/MIN,1.8,586.0,586,298,9.8,,,1,MLB,
573,Aaron Nola,SP,PHI,1.8,589.0,589,160,17.8,88,,1,MLB,
574,Jake Burger,1B,TEX,1.8,589.0,589,213,14.1,,,1,MLB,
575,Brandon Young,SP,BAL,1.8,591.0,591,,,,,1,MLB,
576,Jeremiah Estrada,RP,SD,1.7,591.0,591,239,12.6,,,1,MLB,
577,Alex Clemmey,SP,WSH,1.7,593.0,593,,,,,1,AA,148
578,Ethan Frey,OF,HOU,1.7,594.0,594,,,,,1,A+,149
579,Brady Singer,SP,CIN,1.7,595.0,595,,,,,1,MLB,
580,Slater de Brun,OF,BAL,1.7,595.0,595,,,,,1,A,150
581,Kyle Leahy,"SP,RP",STL,1.6,597.0,597,351,7.8,,,1,MLB,
582,Luis Gil,SP,NYY,1.6,597.0,597,,,,,1,MLB,
583,Matthew Boyd,SP,CHC,1.6,597.0,597,227,13.3,72,,1,MLB,
584,Alec Bohm,"1B,3B",PHI,1.6,600.0,600,208,14.4,,,1,MLB,
585,Anderson Brito,SP,HOU,1.6,601.0,601,,,,,1,A+,151
586,Edgar Quero,C,CHW,1.5,601.0,601,,,,,1,MLB,
587,Willi Castro,"1B,2B,3B,SS,OF",MIN/CHC,1.5,601.0,601,205,14.6,,,1,MLB,
588,Mason Montgomery,"SP,RP",TB,1.5,604.0,604,193,15.4,,12,1,MLB,
589,Brayden Taylor,"3B,SS",TB,1.5,605.0,605,,,,,1,AAA,152
590,Jonathan Santucci,SP,NYM,1.5,605.0,605,,,,,1,AAA,153
591,Khal Stephen,SP,TOR/CLE,1.4,605.0,605,,,,,1,AA,154
592,Nelson Rada,OF,LAA,1.4,605.0,605,,,,,1,AAA,155
593,Druw Jones,OF,ARI,1.4,609.0,609,,,,,1,AA,156
594,Luis Morales,SP,ATH,1.4,609.0,609,,,,,1,MLB,
595,Brady Ebel,SS,MIL,1.4,611.0,611,,,,,1,A+,157
596,Cris Rodriguez,OF,DET,1.3,611.0,611,,,,,1,A,158
597,Jose Altuve,"2B,OF",HOU,1.3,611.0,611,113,22.5,,,1,MLB,
598,Mitch Bratt,SP,TEX/ARI,1.3,611.0,611,,,,,1,MLB,
599,Ramon Marquez,SP,PHI,1.3,611.0,611,,,,,1,A+,159
600,Christian Encarnacion-Strand,"1B,3B",CIN,1.3,616.0,616,,,,,1,MLB,
601,Mitch Voit,"2B,P",NYM,1.2,616.0,616,,,,,1,AA,160
602,Caden Dana,SP,LAA,1.2,619.0,619,,,,,1,AAA,161
603,Matt Wilkinson,SP,CLE,1.2,619.0,619,,,,,1,MLB,
604,Andrew Salas,SS,MIA,1.2,621.0,621,,,,,1,A,162
605,Raisel Iglesias,RP,ATL,1.2,621.0,621,121,21.6,,57,1,MLB,
606,Keibert Ruiz,C,WSH,1.1,623.0,623,,,,,1,MLB,
607,Connor Norby,"1B,2B,3B",MIA,1.1,624.0,624,,,,,1,MLB,
608,Gabriel Gonzalez,OF,MIN,1.1,625.0,625,,,,,1,MLB,
609,Blaze Alexander,"2B,3B,SS,OF",ARI,1.1,626.0,626,,,,,1,MLB,
610,Enddy Azocar,OF,BOS,1.1,627.0,627,,,,,1,A+,163
611,Wyatt Sanford,SS,PIT,1.0,628.0,628,,,,,1,A+,164
612,Blade Tidwell,"SP,RP",NYM/SF,1.0,629.0,629,,,,,1,MLB,
613,Carson Whisenhunt,SP,SF,1.0,629.0,629,,,,,1,MLB,
614,Riley Quick,SP,MIN,1.0,631.0,631,,,,,1,AA,165
615,Andre Pallante,SP,STL,1.0,632.0,632,,,,,1,MLB,
616,JoJo Romero,RP,STL,0.9,632.0,632,,,,,1,MLB,
617,Briggs McKenzie,SP,ATL,0.9,634.0,634,,,,,1,A+,166
618,Hayden Birdsong,SP,SF,0.9,634.0,634,,,,,1,AAA,167
619,Shotaro Morii,"SS,P",ATH,0.9,634.0,634,,,,,1,A,168
620,Bryan Abreu,RP,HOU,0.9,637.0,637,,,,41,1,MLB,
621,Erik Sabrowski,RP,CLE,0.8,637.0,637,,,,31,1,MLB,
622,Michael Wacha,SP,KC,0.8,637.0,637,246,12.2,66,,1,MLB,
623,Xander Bogaerts,SS,SD,0.8,637.0,637,217,13.9,,,1,MLB,
624,Jesus Sanchez,OF,MIA/HOU,0.8,641.0,641,,,,,1,MLB,
625,Mike Burrows,SP,PIT,0.8,641.0,641,,,,,1,MLB,
626,Javier Sanoja,"2B,3B,SS,OF,RP",MIA,0.8,644.0,644,,,,,1,MLB,
627,Landon Harmon,SP,WSH,0.7,644.0,644,,,,,1,A,169
628,Kevin Defrank,SP,MIA,0.7,646.0,646,,,,,1,ROK,170
629,Peter Lambert,SP,HOU,0.7,646.0,646,,,45,,1,MLB,
630,Yoeilin Cespedes,SS,BOS,0.7,646.0,646,,,,,1,AA,171
631,Jose Caballero,"2B,3B,SS,OF",TB/NYY,0.7,650.0,650,260,11.5,,,1,MLB,
632,Thayron Liranzo,"C,1B",DET,0.6,650.0,650,,,,,1,AA,172
633,Franklin Primera,C,BOS,0.6,652.0,652,,,,,1,A,173
634,Leo Bernal,C,STL,0.6,652.0,652,,,,,1,AAA,174
635,Tanner Franklin,SP,STL,0.6,652.0,652,,,,,1,AA,175
636,Parker Meadows,OF,DET,0.6,655.0,655,,,,,1,MLB,
637,Nick Martinez,"SP,RP",CIN,0.5,656.0,656,196,15.2,71,,1,MLB,
638,Salvador Perez,"C,1B",KC,0.5,656.0,656,275,10.8,,,1,MLB,
639,AJ Russell,SP,TEX,0.5,658.0,658,,,,,1,A+,176
640,Drew Thorpe,SP,CHW,0.5,658.0,658,,,,,1,AAA,177
641,Endy Rodriguez,"C,1B",PIT,0.5,660.0,660,,,,,1,MLB,
642,Joendry Vargas,SS,LAD,0.5,660.0,660,,,,,1,A,178
643,Luke Weaver,RP,NYY,0.4,662.0,662,210,14.3,,42,1,MLB,
644,Denzer Guzman,"3B,SS",LAA,0.4,663.0,663,,,,,1,MLB,
645,Hayden Wesneski,"SP,RP",HOU,0.4,663.0,663,274,10.9,96,,1,MLB,
646,JD Dix,SS,ARI,0.4,663.0,663,,,,,1,A+,179
647,Santiago Suarez,SP,TB,0.4,663.0,663,,,,,1,AA,180
648,Spencer Miles,SP,SF,0.3,663.0,663,301,9.7,,,1,MLB,
649,Zac Gallen,SP,ARI,0.3,663.0,663,,,,,1,MLB,
650,Daniel Pierce,SS,TB,0.3,669.0,669,,,,,1,A,181
651,Starlyn Caba,SS,MIA,0.3,669.0,669,,,,,1,A+,182
652,Yoendrys Gomez,"SP,RP",NYY/LAD/CHW,0.3,669.0,669,288,10.2,,71,1,MLB,
653,Emilio Pagan,RP,CIN,0.3,672.0,672,225,13.4,,53,1,MLB,
654,Hayden Alvarez,OF,LAA,0.2,672.0,672,,,,,1,A+,183
655,Kendall George,OF,LAD,0.2,672.0,672,,,,,1,AA,184
656,Kodai Senga,"SP,RP",NYM,0.2,672.0,672,221,13.6,,79,1,MLB,
657,Luisangel Acuna,"2B,SS",NYM,0.2,672.0,672,,,,,1,MLB,
658,Daniel Espino,"SP,RP",CLE,0.2,677.0,677,,,,,1,MLB,
659,Eduardo Rodriguez,SP,ARI,0.1,677.0,677,251,12.0,55,,1,MLB,
660,Orion Kerkering,RP,PHI,0.1,677.0,677,,,,58,1,MLB,
661,Tre' Morgan,1B,TB,0.1,677.0,677,,,,,1,AAA,185
662,Clayton Beeter,RP,NYY/WSH,0.1,681.0,681,329,8.6,,100,1,MLB,
663,Conor Essenburg,P,ATL,0.1,681.0,681,,,,,1,A+,186
